EQID,Earthquake Name,Moment Magnitude,Magnitude Type,Finite Fault Flag,Hypocenter Latitude (deg),Hypocenter Longitude (deg),Hypocenter Depth (km),Total Fault Length (km),Total Fault Width (km),Total Rectangular Fault Area (km*km),Number of fault rectangular segments,Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner (ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km)
1097,21397674,3.67,Mw,0,36.80603,-121.52508,8.082,0.9,1,0.9,1,1,145,60,0.9,1,-176,36.8047,-121.52,7.5773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,21414391,3.68,Mw,0,36.96589,-121.59428,6.068,1.1,0.7,0.7,1,1,301,87,1.1,0.7,165,36.9679,-121.599,5.5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,21526081,3.70,Mw,0,38.5043,-123.459,0.02,1.1,0.8,0.8,1,1,303,51,1.1,0.8,93,38.5061,-123.463,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,21549979,3.70,Mw,0,36.84665,-121.46069,1.331,0.9,0.5,0.5,1,1,133,67,0.9,0.5,176,36.8453,-121.4558,0.8984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,51177644,3.70,Mw,0,38.39133,-122.61604,6.973,1,0.8,0.8,1,1,140,51,1,0.8,171,38.3903,-122.6091,6.4921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,40220309,3.70,Mw,0,35.6371,-120.75594,6.53,0.8,1,0.8,1,1,342,84,0.8,1,-180,35.6402,-120.758,5.8472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,13692644,3.74,ML,0,34.16506,-117.43315,7.875,1,0.9,0.9,1,1,314,75,1,0.9,175,34.1661,-117.4369,7.2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,10065241,3.52,ML,0,34.28706,-119.69482,5.225,0.7,0.5,0.4,1,1,139,88,0.7,0.5,174,34.2851,-119.6925,4.7407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,40210467,3.60,ML,0,36.06723,-120.18609,14.523,0.9,0.7,0.6,1,1,-999,-999,0.9,0.7,-999,36.0708,-120.1827,14.1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,14355252,3.97,ML,0,34.13928,-117.47388,5.837,1.5,1.2,1.9,1,1,306,67,1.5,1.2,-177,34.1406,-117.4815,5.1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,14079184,3.78,ML,0,34.1353,-117.44765,5.857,1.1,0.9,0.9,1,1,311,68,1.1,0.9,180,34.1363,-117.4538,5.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,14239184,3.90,ML,0,33.86701,-117.10379,11.856,1.1,1,1.1,1,1,38,36,1.1,1,-54,33.8738,-117.107,11.3464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,21545945,3.60,ML,0,35.85693,-120.40492,9.016,0.7,0.8,0.6,1,1,-999,-999,0.7,0.8,-999,35.8551,-120.4008,8.4904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,10249565,3.86,ML,0,34.19759,-117.38817,14.177,1.1,1.1,1.2,1,1,308,74,1.1,1.1,174,34.1986,-117.3934,13.4592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,10260293,3.74,ML,0,34.8437,-119.6912,11.07,0.8,0.9,0.8,1,1,318,17,0.8,0.9,57,34.8431,-119.6981,10.9123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,10187953,3.87,ML,0,33.92795,-116.78579,18.501,0.9,1,0.9,1,1,325,60,0.9,1,170,33.9283,-116.7915,17.7979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,14376612,3.99,ML,0,34.05141,-117.24294,14.998,1.2,1,1.3,1,1,339,63,1.2,1,-177,34.0559,-117.2491,14.3097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,13303428,3.88,ML,0,33.1624,-115.97723,9.013,1.1,1.4,1.5,1,1,313,74,1.1,1.4,173,33.1642,-115.9822,8.4176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,9093975,3.77,ML,0,34.01018,-118.22513,6.315,0.9,1,0.9,1,1,355,50,0.9,1,-163,34.0133,-118.2295,5.8736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,10059245,3.68,ML,0,34.72505,-116.05057,2.727,0.9,0.8,0.7,1,1,359,65,0.9,0.8,-175,34.7285,-116.0528,2.2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,10231745,3.75,ML,0,32.59686,-115.57414,12.269,0.9,1,0.9,1,1,133,52,0.9,1,-180,32.5975,-115.5681,11.7113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,14295380,4.06,ML,0,32.68225,-116.08798,9.762,1.5,0.8,1.2,1,1,121,71,1.5,0.8,171,32.6809,-116.081,9.1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,9915709,3.87,ML,0,33.7513,-116.02175,8.756,0.9,0.8,0.7,1,1,9,89,0.9,0.8,175,33.755,-116.0212,8.0685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,14000376,3.59,ML,0,34.29042,-118.7412,8.884,1,0.6,0.6,1,1,132,83,1,0.6,146,34.2881,-118.737,8.3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,14181056,3.81,ML,0,32.49233,-116.84683,13.18,1.1,0.8,0.8,1,1,147,72,1.1,0.8,-179,32.4894,-116.8422,12.6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,10226877,3.81,ML,0,32.99422,-116.29765,5.726,0.9,1.3,1.1,1,1,131,77,0.9,1.3,-176,32.9931,-116.2935,5.0379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,21261124,3.60,ML,0,37.60775,-122.47292,8.929,0.8,0.7,0.5,1,1,-999,-999,0.8,0.7,-999,37.6064,-122.4679,8.3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,21416422,3.60,ML,0,37.06555,-122.28308,5.852,0.8,0.8,0.7,1,1,-999,-999,0.8,0.8,-999,37.0696,-122.2849,5.3409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,21502994,3.60,Mw,0,37.38919,-121.51771,5.014,0.7,0.8,0.6,1,1,147,64,0.7,0.8,-3,37.3879,-121.5133,4.5136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,40216634,3.60,Mw,0,35.492,-120.78446,4.912,0.9,0.6,0.6,1,1,294,35,0.9,0.6,86,35.4922,-120.7792,4.5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,10293685,3.96,ML,0,32.65545,-116.13475,12.336,1.3,0.9,1.1,1,1,122,79,1.3,0.9,-173,32.654,-116.1292,11.6173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,9644101,3.64,ML,0,33.87263,-117.71246,2.161,0.8,0.9,0.7,1,1,312,71,0.8,0.9,158,33.8739,-117.717,1.6459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,14007388,3.73,ML,0,35.6346,-117.56574,2.693,0.9,0.7,0.6,1,1,324,88,0.9,0.7,-159,35.6374,-117.5685,2.2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,21335949,3.71,Mw,0,37.71729,-121.80765,16.702,1,0.8,0.8,1,1,280,39,1,0.8,65,37.714,-121.8134,16.3354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,9986489,3.58,ML,0,33.82705,-117.02962,15.131,0.8,0.7,0.6,1,1,336,45,0.8,0.7,-179,33.8295,-117.0347,14.8175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,10067405,3.64,ML,0,33.84546,-118.70065,12.777,0.9,1,0.9,1,1,142,59,0.9,1,139,33.844,-118.6954,12.3069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,10182265,3.63,ML,0,32.63865,-117.32567,13.108,0.9,0.7,0.7,1,1,157,80,0.9,0.7,-164,32.635,-117.3229,12.6269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,14366244,3.64,ML,0,33.22299,-116.71863,8.687,0.9,0.5,0.5,1,1,141,89,0.9,0.5,-176,33.2204,-116.716,8.2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,14295984,3.74,ML,0,34.84559,-119.24464,12.927,0.8,0.8,0.7,1,1,302,88,0.8,0.8,159,34.8474,-119.2487,12.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,21309098,3.37,ML,0,36.80733,-121.30617,0.93,0.7,0.8,0.6,1,1,-999,-999,0.7,0.8,-999,36.8082,-121.309,0.5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,30226452,3.50,Mw,0,37.91276,-122.14272,2.386,0.8,0.7,0.5,1,1,332,86,0.8,0.7,-152,37.9157,-122.1452,1.8423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,51203888,3.50,Mw,0,37.81786,-122.06335,5.084,0.7,0.7,0.5,1,1,339,84,0.7,0.7,-162,37.8198,-122.065,4.5701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,14204720,3.61,ML,0,34.2449,-117.44638,12.48,0.8,1,0.7,1,1,300,32,0.8,1,110,34.243,-117.4517,12.2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,14242516,3.69,ML,0,33.73503,-117.49355,9.693,0.9,1.1,0.9,1,1,315,58,0.9,1.1,-179,33.7355,-117.4997,9.1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,9081410,3.79,ML,0,34.04564,-117.22482,15.927,1,0.9,0.9,1,1,215,44,1,0.9,-72,34.0387,-117.2224,15.3243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,13813696,3.73,ML,0,33.50584,-116.76364,16.276,1.1,1,1.1,1,1,311,81,1.1,1,-167,33.5079,-116.768,15.7054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,10273353,3.72,ML,0,33.10993,-116.04665,7.494,0.9,1.2,1.1,1,1,117,64,0.9,1.2,-175,33.1106,-116.0413,6.8845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,9084273,3.87,ML,0,34.14019,-116.76274,11.324,1.2,1,1.1,1,1,295,72,1.2,1,172,34.1402,-116.7682,10.6939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,14039128,3.49,ML,0,34.309,-116.92966,9.684,0.7,0.6,0.5,1,1,303,79,0.7,0.6,-173,34.3099,-116.9329,9.2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,10216101,3.60,ML,0,34.20877,-117.58241,7.536,0.8,0.6,0.4,1,1,326,84,0.8,0.6,-177,34.2115,-117.5853,7.0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,14091288,3.63,ML,0,34.12417,-116.40501,9.555,0.9,0.9,0.7,1,1,133,86,0.9,0.9,-165,34.1222,-116.4017,8.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,14360416,3.59,ML,0,35.78228,-117.66391,7.014,0.8,0.8,0.6,1,1,160,41,0.8,0.8,157,35.7802,-117.6585,6.6822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,9083372,3.45,ML,0,33.67675,-117.96973,9.542,0.8,0.7,0.5,1,1,272,37,0.8,0.7,63,33.674,-117.974,9.2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,9089885,3.43,ML,0,34.00523,-118.22179,6.093,0.7,0.6,0.4,1,1,127,44,0.7,0.6,126,34.0057,-118.2172,5.8098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,9950169,3.52,ML,0,34.20976,-116.4371,4.645,0.6,0.9,0.6,1,1,12,27,0.6,0.9,-132,34.214,-116.4431,4.3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,9970349,3.53,ML,0,33.96337,-117.81976,13.862,0.8,0.8,0.6,1,1,142,50,0.8,0.8,-165,33.9622,-117.8151,13.5515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,14131872,3.55,ML,0,34.41431,-118.66505,11.644,0.8,0.7,0.5,1,1,305,39,0.8,0.7,113,34.4139,-118.6706,11.3807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,14216544,3.53,ML,0,34.28936,-116.8271,6.278,0.7,0.8,0.6,1,1,318,72,0.7,0.8,180,34.2908,-116.8307,5.8427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,14283876,3.48,ML,0,34.07574,-118.96671,13.194,0.6,0.7,0.5,1,1,142,51,0.6,0.7,120,34.075,-118.9623,12.8626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,14285852,3.56,ML,0,33.45091,-116.58267,10.563,0.9,0.7,0.6,1,1,331,53,0.9,0.7,-130,33.4527,-116.5886,10.0581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,14287800,3.56,ML,0,33.08042,-116.48256,10.835,0.5,0.8,0.4,1,1,157,88,0.5,0.8,-175,33.0783,-116.4812,10.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,10310701,3.66,ML,0,34.2987,-116.8617,15.28,0.8,0.9,0.7,1,1,317,67,0.8,0.9,176,34.3,-116.8659,14.8332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,10325809,3.73,ML,0,35.26747,-117.34977,7.92,1.1,1,1.1,1,1,138,74,1.1,1,141,35.2646,-117.3448,7.4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,51177794,3.40,Mw,0,37.11734,-121.52307,7.213,0.8,0.5,0.4,1,1,331,71,0.8,0.5,167,37.12,-121.5265,6.8697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,40206328,3.40,Mw,0,36.60081,-121.20887,8.469,0.7,0.7,0.5,1,1,142,75,0.7,0.7,-167,36.5987,-121.2055,8.1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,9077185,3.59,ML,0,34.09385,-117.43471,3.015,0.9,0.7,0.7,1,1,306,74,0.9,0.7,177,34.0952,-117.4389,2.6581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,10205997,3.62,ML,0,33.95213,-116.36351,9.067,0.8,0.7,0.6,1,1,149,87,0.8,0.7,-172,33.9496,-116.3613,8.5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,9143123,3.37,ML,0,34.05305,-118.82426,10.415,0.7,0.6,0.4,1,1,141,87,0.7,0.6,129,34.0512,-118.8223,10.1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,9157763,3.29,ML,0,34.25509,-119.63052,10.135,0.6,0.5,0.3,1,1,147,84,0.6,0.5,-147,34.2533,-119.6285,9.6628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,10025757,3.40,ML,0,34.07325,-118.867,10.648,0.7,0.5,0.3,1,1,154,44,0.7,0.5,138,34.0711,-118.8627,10.4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,9099968,3.52,ML,0,33.53092,-117.66386,9.734,0.8,0.7,0.6,1,1,89,41,0.8,0.7,125,33.5336,-117.6603,9.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,14006256,3.47,ML,0,33.80293,-116.17862,7.366,0.7,0.6,0.4,1,1,155,74,0.7,0.6,-108,33.8005,-116.1756,6.8688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,9083105,3.59,ML,0,34.34628,-118.58057,6.999,0.7,0.6,0.5,1,1,127,83,0.7,0.6,158,34.3448,-118.5772,6.5446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
