,Magnitude,lat,long,depth (km)
"M 0.7 - 1km WSW of Cabazon, CA",0.7,-116.7968333,33.9126667,14.849
"M 0.8 - 6km N of Beaumont, CA",0.79,-116.985,33.9831667,16.662
"M 0.2 - 17km ESE of Anza, CA",0.22,-116.4998333,33.5033333,8.218
"M 0.9 - 10km SW of Salton City, CA",0.87,-116.0451667,33.2481667,2.157
"M 0.9 - 2km SSW of Cabazon, CA",0.92,-116.797,33.901,16.087
"M 0.4 - 4km S of Idyllwild, CA",0.4,-116.7115,33.7076667,17.168
"M 0.6 - 6km SSE of Banning, CA",0.63,-116.8511667,33.8711667,15.427
"M 1.1 - 9km WNW of Calipatria, CA",1.1,-115.6075,33.1426667,5.464
"M 0.4 - 19km ESE of Anza, CA",0.44,-116.4866667,33.4898333,8.548
"M 0.9 - 15km S of Joshua Tree, CA",0.9,-116.3126667,34.0011667,10.334
"M 0.4 - 19km ESE of Anza, CA",0.4,-116.4806667,33.5085,8.984
"M 2.4 - 9km NNW of Progreso, B.C., MX",2.38,-115.6353333,32.6505,5.093
"M 1.2 - 8km NNW of Progreso, B.C., MX",1.21,-115.6271667,32.6411667,5.364
"M 1.6 - 10km NNW of Progreso, B.C., MX",1.59,-115.6371667,32.6535,5.253
"M 1.4 - 4km NNW of Progreso, B.C., MX",1.37,-115.5986667,32.614,6.323
"M 1.1 - 4km NNW of Progreso, B.C., MX",1.12,-115.6013333,32.6101667,12.653
"M 2.0 - 9km NNW of Progreso, B.C., MX",1.97,-115.6228333,32.6571667,8.598
"M 0.9 - 7km NW of Borrego Springs, CA",0.86,-116.4316667,33.2918333,2.666
"M 1.5 - 8km NNW of Progreso, B.C., MX",1.48,-115.6225,32.6481667,7.483
"M 0.7 - 9km SW of Idyllwild, CA",0.68,-116.7845,33.6855,16.291
"M 0.4 - 12km SSE of Anza, CA",0.39,-116.6298333,33.4495,5.541
"M 1.6 - 3km SE of Wrightwood, CA",1.55,-117.6061667,34.3431667,9.532
"M 0.4 - 19km ESE of Anza, CA",0.38,-116.4766667,33.5043333,8.284
"M 1.2 - 4km SE of Mentone, CA",1.24,-117.1066667,34.0396667,8.521
"M 0.9 - 4km SE of Redlands, CA",0.86,-117.1488333,34.0265,6.274
"M 0.4 - 11km SW of Niland, CA",0.4,-115.6106667,33.181,0.093
"M 0.7 - 10km SW of Niland, CA",0.7,-115.6041667,33.1811667,0.153
"M 0.6 - 11km SW of Niland, CA",0.6,-115.6095,33.1805,0.113
"M 0.7 - 13km SSE of Anza, CA",0.65,-116.6311667,33.4475,5.671
"M 0.6 - 21km ESE of Anza, CA",0.58,-116.4526667,33.5083333,14.697
"M 0.9 - 13km WNW of Anza, CA",0.87,-116.8098333,33.5953333,10.162
"M 0.8 - 5km NW of Anza, CA",0.8,-116.714,33.5846667,14.078
"M 1.1 - 11km SW of Niland, CA",1.06,-115.6106667,33.1805,0.433
"M 1.3 - 11km SW of Niland, CA",1.32,-115.608,33.1811667,1.073
"M 1.1 - 12km NE of Indio, CA",1.13,-116.1091667,33.7873333,4.971
"M 0.8 - 3km E of San Jacinto, CA",0.83,-116.9303333,33.7855,10.852
"M 0.8 - 6km NNW of San Jacinto, CA",0.83,-116.993,33.8323333,4.524
"M 1.0 - 13km NE of Coachella, CA",1.04,-116.0855,33.7686667,4.973
"M 2.4 - 6km NNE of Yorba Linda, CA",2.36,-117.7838333,33.9348333,11.973
"M 1.1 - 6km NE of Yorba Linda, CA",1.09,-117.775,33.9331667,11.373
"M 1.7 - 12km SSW of Borrego Springs, CA",1.71,-116.4361667,33.1633333,10.74
"M 0.9 - 11km SSW of Borrego Springs, CA",0.94,-116.424,33.1643333,11.57
"M 1.6 - 9km NNW of Progreso, B.C., MX",1.55,-115.622,32.6531667,9.433
"M 0.5 - 8km SW of Niland, CA",0.5,-115.5816667,33.1918333,0.193
"M 0.4 - 8km SW of Niland, CA",0.4,-115.583,33.1916667,0.123
"M 0.8 - 5km S of Aguanga, CA",0.8,-116.872,33.4006667,4.277
"M 0.8 - 3km SSW of Aguanga, CA",0.84,-116.8765,33.416,6.377
"M 1.5 - 10km NNW of Progreso, B.C., MX",1.46,-115.6356667,32.6605,5.123
"M 0.9 - 2km SE of Loma Linda, CA",0.91,-117.2426667,34.0341667,15.757
"M 1.5 - 16km NNE of Borrego Springs, CA",1.48,-116.284,33.374,11.538
"M 3.6 - 11km WSW of Salton City, CA",3.56,-116.0521667,33.2476667,3.879
"M 1.6 - 12km NNW of Progreso, B.C., MX",1.55,-115.652,32.6761667,4.773
"M 1.1 - 12km NW of Progreso, B.C., MX",1.07,-115.6578333,32.6691667,4.543
"M 0.9 - 9km ENE of Aguanga, CA",0.94,-116.7811667,33.4851667,3.926
"M 1.4 - 11km NNW of Progreso, B.C., MX",1.39,-115.6383333,32.6698333,4.823
"M 1.2 - 7km W of Imperial, CA",1.18,-115.6451667,32.836,11.885
"M 0.6 - 6km SSE of Idyllwild, CA",0.6,-116.7058333,33.6876667,15.637
"M 1.5 - 16km N of Warner Springs, CA",1.47,-116.6141667,33.4205,8.771
"M 0.5 - 8km ESE of Valle Vista, CA",0.47,-116.8213333,33.7146667,16.031
"M 0.5 - 8km ESE of Valle Vista, CA",0.52,-116.8175,33.7235,16.061
"M 1.9 - 8km SSW of Holtville, CA",1.9,-115.4253333,32.7461667,16.341
"M 1.9 - 7km SSW of Holtville, CA",1.9,-115.4243333,32.7556667,16.035
"M 1.2 - 24km SSW of Ocotillo Wells, CA",1.16,-116.2128333,32.9395,10.752
"M 1.5 - 11km WSW of Salton City, CA",1.46,-116.0536667,33.2448333,2.875
"M 0.8 - 7km ESE of Valle Vista, CA",0.75,-116.8211667,33.7301667,16.731
"M 1.6 - 6km S of Big Bear City, CA",1.59,-116.833,34.207,3.001
"M 1.2 - 12km WSW of Salton City, CA",1.21,-116.0633333,33.245,2.707
"M 1.3 - 2km W of Redlands, CA",1.33,-117.2096667,34.0578333,14.127
"M 1.8 - 9km SSW of Holtville, CA",1.82,-115.4178333,32.7403333,16.04
"M 0.7 - 4km NW of Valle Vista, CA",0.74,-116.9201667,33.7726667,11.012
"M 0.7 - 13km SE of Anza, CA",0.65,-116.583,33.4675,9.929
"M 0.9 - 9km ENE of Cabazon, CA",0.85,-116.6913333,33.9448333,10.926
"M 1.0 - 22km NNE of Ocotillo, CA",1.02,-115.8726667,32.9086667,5.336
"M 1.0 - 2km NNE of Loma Linda, CA",1.03,-117.2473333,34.0675,5.147
"M 1.5 - 9km NE of Mexicali, B.C., MX",1.53,-115.4101667,32.7206667,16.111
"M 0.8 - 1km N of Idyllwild, CA",0.84,-116.7168333,33.749,12.733
"M 0.5 - 8km SSW of Idyllwild, CA",0.49,-116.7561667,33.6731667,13.211
"M 1.4 - 10km SW of Salton City, CA",1.41,-116.0436667,33.2493333,4.84
"M 1.8 - 7km SW of Holtville, CA",1.82,-115.4241667,32.7606667,15.845
"M 1.2 - 10km WSW of Salton City, CA",1.19,-116.0505,33.2468333,4.845
"M 1.2 - 12km WNW of Calipatria, CA",1.23,-115.6288333,33.1723333,1.363
"M 0.5 - 12km WNW of Calipatria, CA",0.5,-115.6228333,33.1743333,1.253
"M 0.4 - 12km WNW of Calipatria, CA",0.4,-115.6266667,33.1763333,0.123
"M 0.4 - 11km WNW of Calipatria, CA",0.4,-115.6225,33.1721667,0.073
"M 0.6 - 12km WNW of Calipatria, CA",0.6,-115.627,33.1778333,0.073
"M 0.4 - 12km WNW of Calipatria, CA",0.4,-115.625,33.1723333,0.133
"M 1.1 - 10km SW of Salton City, CA",1.1,-116.0235,33.2298333,2.642
"M 0.8 - 12km WNW of Calipatria, CA",0.75,-115.6333333,33.1745,1.793
"M 1.5 - 11km WNW of Calipatria, CA",1.49,-115.6135,33.177,0.123
"M 0.1 - 10km S of Idyllwild, CA",0.1,-116.6981667,33.6505,12.547
"M 0.8 - 9km ENE of Aguanga, CA",0.84,-116.779,33.4876667,4.356
"M 1.2 - 9km E of Borrego Springs, CA",1.24,-116.2828333,33.2506667,6.803
"M 0.4 - 19km ESE of Anza, CA",0.42,-116.4805,33.4925,12.935
"M 0.7 - 20km SW of La Quinta, CA",0.71,-116.4495,33.5226667,6.625
"M 1.2 - 6km SE of Valle Vista, CA",1.24,-116.839,33.7151667,15.264
"M 2.9 - 10km SSE of Banning, CA",2.91,-116.8445,33.839,13.85
"M 0.7 - 8km SW of Idyllwild, CA",0.68,-116.787,33.6925,15.908
"M 0.9 - 9km SSW of Cabazon, CA",0.86,-116.8265,33.8455,14.951
"M 0.5 - 2km SW of Loma Linda, CA",0.5,-117.2788333,34.0343333,5.292
"M 1.9 - 5km SE of San Pedro, CA",1.91,-118.2525,33.703,14.113
"M 0.6 - 17km SW of Oasis, CA",0.64,-116.2201667,33.3566667,4.726
"M 1.0 - 8km SSE of Redlands, CA",1.03,-117.164,33.9886667,14.273
"M 0.2 - 10km SSW of Cabazon, CA",0.2,-116.837,33.8371667,14.204
"M 1.9 - 31km N of Yucca Valley, CA",1.94,-116.4536667,34.3941667,4.369
"M 1.3 - 3km WSW of Devore, CA",1.27,-117.4295,34.2081667,13.978
"M 0.7 - 18km ESE of Anza, CA",0.66,-116.4921667,33.495,9.398
"M 1.6 - 0km W of Idyllwild, CA",1.57,-116.7205,33.7401667,13.338
"M 0.7 - 9km SSW of Cabazon, CA",0.69,-116.8256667,33.8443333,15.201
"M 0.6 - 8km SSW of Cabazon, CA",0.56,-116.8166667,33.8453333,15.221
"M 0.7 - 8km SSW of Cabazon, CA",0.72,-116.8245,33.8513333,12.876
"M 0.5 - 7km NNE of Westmorland, CA",0.54,-115.6061667,33.0966667,7.469
"M 0.3 - 16km ESE of Anza, CA",0.34,-116.5243333,33.4885,9.664
"M 1.6 - 7km E of Calimesa, CA",1.64,-116.9781667,33.993,19.295
"M 1.5 - 7km SE of Bombay Beach, CA",1.49,-115.6763333,33.3088333,6.143
"M 2.1 - 8km ESE of Temecula, CA",2.08,-117.072,33.4625,13.268
"M 1.0 - 8km S of Big Bear City, CA",1.01,-116.8316667,34.1898333,8.819
"M 1.6 - 10km NE of Calexico, CA",1.61,-115.4148333,32.7286667,15.54
"M 1.4 - 15km WSW of Westmorland, CA",1.4,-115.7791667,32.997,6.949
"M 0.8 - 3km SSE of Idyllwild, CA",0.8,-116.711,33.7141667,17.597
"M 1.6 - 38km W of La Jolla, CA",1.6,-117.683,32.859,5.729
"M 1.9 - 13km SW of Ojai, CA",1.92,-119.3516667,34.3728333,10.985
"M 0.8 - 2km ESE of San Jacinto, CA",0.8,-116.9386667,33.7781667,13.88
"M 1.3 - 5km NNE of Yorba Linda, CA",1.29,-117.789,33.9321667,13.491
"M 3.3 - 7km SSW of Devore, CA",3.3,-117.4273333,34.1643333,4.86
"M 1.0 - 2km SE of Loma Linda, CA",1.02,-117.2426667,34.0353333,13.047
"M 2.1 - 6km NNE of Fontana, CA",2.08,-117.4371667,34.1525,12.048
"M 0.9 - 19km N of Borrego Springs, CA",0.92,-116.4131667,33.4198333,14.546
"M 0.8 - 8km WNW of Garnet, CA",0.76,-116.6226667,33.9421667,12.819
"M 1.4 - 9km NNE of Ocotillo Wells, CA",1.39,-116.0891667,33.22,9.187
"M 1.0 - 9km SSW of Cabazon, CA",1.01,-116.8258333,33.8433333,13.661
"M 1.0 - 9km ENE of Aguanga, CA",0.99,-116.7786667,33.4875,4.149
"M 1.1 - 6km NNE of Fontana, CA",1.12,-117.4346667,34.1478333,11.859
"M 1.5 - 2km SE of Bombay Beach, CA",1.52,-115.7181667,33.3395,6.851
"M 0.7 - 5km SSE of Banning, CA",0.7,-116.8503333,33.882,16.061
"M 0.7 - 17km ESE of Anza, CA",0.74,-116.4938333,33.5103333,10.804
"M 1.0 - 28km SSW of Ludlow, CA",1.04,-116.239,34.476,7.365
"M 0.6 - 14km SE of Anza, CA",0.64,-116.5801667,33.4623333,9.739
"M 1.3 - 1km WSW of Glen Avon, CA",1.32,-117.493,34.0086667,2.424
"M 1.5 - 20km WSW of El Centro, CA",1.5,-115.7496667,32.7106667,-0.055
"M 1.7 - 20km WSW of El Centro, CA",1.72,-115.7481667,32.713,1.333
"M 1.0 - 9km NNE of Julian, CA",0.99,-116.5683333,33.1561667,15.133
"M 1.4 - 6km NNE of Fontana, CA",1.37,-117.4316667,34.149,12.143
"M 1.7 - 16km NNE of Borrego Springs, CA",1.73,-116.3005,33.3838333,13.008
"M 1.1 - 3km SE of Yucaipa, CA",1.08,-117.0143333,34.014,13.159
"M 1.7 - 11km NNW of Progreso, B.C., MX",1.74,-115.6468333,32.6635,7.068
"M 2.3 - 9km NW of Progreso, B.C., MX",2.25,-115.636,32.6441667,7.593
"M 1.5 - 10km NNW of Progreso, B.C., MX",1.52,-115.6313333,32.6581667,8.043
"M 4.2 - 254 km SSE of Katsuura, Japan",4.2,141.532,33.088,20.8
"M 1.0 - 14km E of Big Bear City, CA",0.96,-116.6883333,34.2705,8.062
"M 1.3 - 38km N of Yucca Valley, CA",1.34,-116.498,34.449,7.219
"M 1.0 - 11km N of Borrego Springs, CA",0.95,-116.3521667,33.3541667,14.046
"M 1.3 - 5km SW of Ocotillo, CA",1.28,-116.03,32.703,3.503
"M 1.8 - 1km W of Rossmoor, CA",1.8,-118.0971667,33.7861667,16.083
"M 0.4 - 17km ESE of Anza, CA",0.37,-116.5005,33.4958333,9.254
"M 2.2 - 6km WNW of Calimesa, CA",2.23,-117.1168333,34.012,10.287
"M 1.2 - 6km SSE of Big Bear City, CA",1.15,-116.831,34.2036667,3.441
"M 1.6 - 6km S of Big Bear City, CA",1.63,-116.8325,34.2043333,2.739
"M 2.0 - 18km ESE of Anza, CA",2.0,-116.503,33.4683333,10.844
"M 1.2 - 7km SE of Big Bear Lake, CA",1.21,-116.8651667,34.189,10.931
"M 1.2 - 5km NNE of Moreno Valley, CA",1.19,-117.199,33.968,11.828
"M 0.7 - 9km N of Rancho Cucamonga, CA",0.73,-117.572,34.2043333,7.473
"M 1.0 - 12km NE of Indio, CA",0.99,-116.1118333,33.7906667,6.623
"M 0.4 - 8km SSE of Idyllwild, CA",0.43,-116.6901667,33.6725,16.246
"M 1.9 - 8km ENE of Puebla, B.C., MX",1.91,-115.2695,32.5838333,25.646
"M 1.0 - 10km N of Yucca Valley, CA",0.99,-116.4358333,34.2061667,4.455
"M 1.0 - 10km N of Indio, CA",1.01,-116.209,33.813,4.995
"M 0.8 - 16km S of Joshua Tree, CA",0.76,-116.324,33.9886667,9.069
"M 1.4 - 21km WSW of El Centro, CA",1.41,-115.7618333,32.7105,0.003
"M 1.6 - 2km NE of Granada Hills, CA",1.57,-118.4795,34.2846667,13.592
"M 1.0 - 10km S of Idyllwild, CA",0.97,-116.7055,33.6483333,14.517
"M 1.0 - 10km NNW of Anza, CA",0.95,-116.7028333,33.6458333,13.717
"M 0.4 - 10km SSE of Idyllwild, CA",0.35,-116.6956667,33.6515,12.977
"M 0.7 - 10km NNW of Anza, CA",0.72,-116.7028333,33.6455,14.217
"M 0.4 - 10km S of Idyllwild, CA",0.4,-116.6995,33.6516667,13.497
"M 0.5 - 10km SSE of Idyllwild, CA",0.45,-116.6978333,33.655,13.203
"M 0.5 - 10km S of Idyllwild, CA",0.49,-116.6988333,33.6535,13.433
"M 0.5 - 10km S of Idyllwild, CA",0.51,-116.7008333,33.6478333,13.357
"M 1.0 - 9km S of Idyllwild, CA",0.96,-116.7025,33.66,13.277
"M 0.4 - 10km S of Idyllwild, CA",0.43,-116.6988333,33.6511667,12.807
"M 0.4 - 10km S of Idyllwild, CA",0.43,-116.6985,33.6498333,12.767
"M 1.1 - 10km NNW of Anza, CA",1.08,-116.7045,33.6435,14.167
"M 2.3 - 20km WSW of El Centro, CA",2.28,-115.7486667,32.7086667,1.903
"M 0.8 - 17km NE of Borrego Springs, CA",0.81,-116.2725,33.3801667,5.957
"M 0.3 - 10km N of Anza, CA",0.34,-116.6931667,33.6443333,13.603
"M 0.5 - 10km N of Anza, CA",0.47,-116.6926667,33.645,13.647
"M 0.5 - 10km NNW of Anza, CA",0.48,-116.6986667,33.6458333,14.107
"M 1.1 - 2km SE of Running Springs, CA",1.13,-117.0916667,34.1976667,3.581
"M 0.8 - 14km N of Borrego Springs, CA",0.83,-116.3996667,33.382,11.726
"M 3.3 - 8km WSW of Beaumont, CA",3.29,-117.059,33.9136667,12.855
"M 1.2 - 10km N of Borrego Springs, CA",1.22,-116.382,33.3418333,3.846
"M 2.0 - 1km S of Brawley, CA",1.95,-115.5328333,32.9676667,14.139
"M 1.0 - 11km NW of Progreso, B.C., MX",1.01,-115.6546667,32.6593333,5.093
"M 0.8 - 2km WNW of Borrego Springs, CA",0.82,-116.3993333,33.2601667,3.012
"M 0.7 - 10km SW of Beaumont, CA",0.74,-117.0501667,33.8651667,17.075
"M 1.1 - 2km NNE of Moreno Valley, CA",1.11,-117.2208333,33.9438333,10.793
"M 0.6 - 10km NE of Aguanga, CA",0.59,-116.7781667,33.4925,4.896
"M 1.2 - 2km SE of Running Springs, CA",1.23,-117.093,34.1948333,5.007
"M 0.8 - 3km S of Idyllwild, CA",0.77,-116.713,33.7108333,17.358
"M 1.6 - 2km NW of San Jacinto, CA",1.59,-116.973,33.7981667,13.214
"M 4.4 - 21km ESE of San Nicolas Is., CA",4.35,-119.3018333,33.1655,5.671
"M 3.6 - 20km ESE of San Nicolas Is., CA",3.55,-119.3016667,33.1723333,5.671
"M 0.6 - 9km S of Idyllwild, CA",0.56,-116.7183333,33.6608333,13.317
"M 0.6 - 9km S of Idyllwild, CA",0.6,-116.713,33.6571667,13.297
"M 0.5 - 8km SSE of Idyllwild, CA",0.52,-116.698,33.666,16.647
"M 0.7 - 4km S of Idyllwild, CA",0.72,-116.7223333,33.7073333,16.058
"M 0.8 - 14km ESE of Anza, CA",0.8,-116.5431667,33.4996667,5.515
"M 1.1 - 6km WNW of Calimesa, CA",1.12,-117.1095,34.0091667,15.604
"M 1.0 - 8km SSW of Idyllwild, CA",0.95,-116.7375,33.6675,14.598
"M 1.4 - 4km W of Borrego Springs, CA",1.43,-116.4201667,33.2583333,3.473
"M 0.0 - 11km SW of Niland, CA",-0.03,-115.6138333,33.1828333,0.113
"M 1.0 - 2km SE of Running Springs, CA",0.96,-117.0888333,34.1961667,4.311
"M 1.7 - 2km SE of Running Springs, CA",1.72,-117.0946667,34.195,5.036
"M 1.0 - 5km ENE of Beaumont, CA",0.99,-116.9298333,33.9551667,13.998
"M 1.4 - 9 km ENE of Fort Payne, Alabama",1.4,-85.6181667,34.4696667,12.46
"M 0.5 - 8km N of Anza, CA",0.54,-116.6678333,33.629,13.832
"M 0.8 - 9km WSW of Idyllwild, CA",0.8,-116.8073333,33.7056667,15.039
"M 0.9 - 3km ENE of Loma Linda, CA",0.93,-117.2301667,34.0558333,6.166
"M 0.7 - 12km WNW of Calipatria, CA",0.7,-115.6421667,33.1578333,0.173
"M 1.4 - 0km NNW of San Ysidro, CA",1.36,-117.045,32.5556667,13.857
"M 1.3 - 13km ESE of Anza, CA",1.27,-116.5368333,33.5206667,11.795
"M 0.5 - 14km E of Anza, CA",0.48,-116.5291667,33.5341667,11.641
"M 0.6 - 14km E of Anza, CA",0.6,-116.5276667,33.531,12.294
"M 0.7 - 7km SSE of Idyllwild, CA",0.66,-116.7033333,33.6811667,14.537
"M 0.6 - 10km NNW of Anza, CA",0.63,-116.729,33.6335,14.983
"M 1.0 - 7km NE of Moreno Valley, CA",1.03,-117.182,33.9753333,5.147
"M 3.6 - 15km N of Warner Springs, CA",3.61,-116.6345,33.4146667,6.671
"M 0.9 - 16km N of Warner Springs, CA",0.87,-116.6135,33.4205,9.621
"M 0.5 - 3km WNW of Calimesa, CA",0.49,-117.0816667,33.9971667,5.147
"M 0.6 - 15km SSE of Anza, CA",0.58,-116.6158333,33.428,8.729
"M 1.0 - 10km N of Indio, CA",0.97,-116.2103333,33.811,4.757
"M 0.9 - 10km N of Indio, CA",0.92,-116.2106667,33.8106667,4.633
"M 1.4 - 20km W of Imperial, CA",1.4,-115.7821667,32.8565,6.529
"M 1.2 - 7km NNW of Progreso, B.C., MX",1.19,-115.6175,32.6406667,5.304
"M 1.2 - 15km N of Warner Springs, CA",1.2,-116.6188333,33.4175,9.101
"M 1.0 - 15km N of Warner Springs, CA",1.03,-116.6218333,33.4206667,5.721
"M 0.4 - 15km SSE of Anza, CA",0.35,-116.6096667,33.4278333,10.851
"M 0.5 - 15km SSE of Anza, CA",0.45,-116.612,33.4266667,8.791
"M 0.7 - 10km SSE of Anza, CA",0.7,-116.6443333,33.4685,7.993
"M 0.5 - 10km SSE of Anza, CA",0.47,-116.6416667,33.4695,7.633
"M 0.7 - 3km SW of Borrego Springs, CA",0.71,-116.3926667,33.234,6.174
"M 0.8 - 10km NNE of Borrego Springs, CA",0.79,-116.3478333,33.34,10.543
"M 1.5 - 37km SW of Ludlow, CA",1.54,-116.4563333,34.4981667,3.304
"M 1.0 - 9km WNW of Palomar Observatory, CA",1.02,-116.943,33.3961667,17.232
"M 0.5 - 15km SSE of Anza, CA",0.45,-116.6118333,33.4261667,8.761
"M 0.5 - 15km SSE of Anza, CA",0.52,-116.618,33.4245,8.251
"M 0.4 - 15km SSE of Anza, CA",0.36,-116.613,33.4278333,8.666
"M 0.9 - 5km S of Banning, CA",0.86,-116.8843333,33.8808333,12.011
"M 1.4 - 15km W of Morongo Valley, CA",1.41,-116.744,34.0651667,10.135
"M 1.2 - 18km ESE of Anza, CA",1.23,-116.5003333,33.4866667,9.014
"M 2.2 - 13km N of Avalon, CA",2.22,-118.3043333,33.462,5.386
"M 3.1 - 2 km NW of Ratliff City, Oklahoma",3.1,-97.532,34.462,5.0
"M 1.0 - 13km N of Cabazon, CA",0.97,-116.8096667,34.0291667,16.605
"M 0.7 - 4km NE of San Jacinto, CA",0.67,-116.9251667,33.8061667,11.581
"M 0.6 - 18km ESE of Anza, CA",0.58,-116.5001667,33.493,9.834
"M 1.1 - 9km SSW of Cabazon, CA",1.06,-116.8276667,33.8446667,14.021
"M 0.6 - 7km ESE of Valle Vista, CA",0.58,-116.8223333,33.7296667,13.059
"M 0.6 - 12km WNW of Calipatria, CA",0.6,-115.6435,33.1535,0.093
"M 0.4 - 10km WNW of Calipatria, CA",0.4,-115.6081667,33.1746667,0.093
"M 0.6 - 2km S of Idyllwild, CA",0.56,-116.7138333,33.718,18.202
"M 1.4 - 16km SE of Anza, CA",1.36,-116.5286667,33.4728333,5.164
"M 1.2 - 14km S of Big Bear Lake, CA",1.19,-116.9186667,34.1156667,7.884
"M 1.3 - 2km W of Borrego Springs, CA",1.3,-116.4015,33.258,3.253
"M 0.6 - 7km NNW of Cabazon, CA",0.62,-116.8188333,33.9778333,5.65
"M 0.4 - 8km NW of Calipatria, CA",0.4,-115.576,33.1773333,0.164
"M 0.0 - 8km SW of Niland, CA",0.0,-115.573,33.1883333,0.263
"M 0.6 - 24km NNW of Borrego Springs, CA",0.59,-116.4323333,33.4648333,5.551
"M 0.9 - 10km WNW of Calipatria, CA",0.89,-115.6033333,33.1683333,0.113
"M 1.4 - 5km ESE of Ocotillo Wells, CA",1.37,-116.082,33.1246667,5.548
"M 1.2 - 9km WNW of Calipatria, CA",1.24,-115.6,33.17,1.123
"M 0.6 - 5km S of Cabazon, CA",0.59,-116.7936667,33.8721667,4.906
"M 1.7 - 10km NW of Calipatria, CA",1.72,-115.5961667,33.1786667,0.883
"M 1.7 - 10km WNW of Calipatria, CA",1.67,-115.6025,33.1736667,0.113
"M 0.5 - 7km ENE of Anza, CA",0.49,-116.605,33.5896667,13.15
"M 2.0 - 6km S of Carpinteria, CA",2.01,-119.5256667,34.3465,5.396
"M 3.2 - 10km WNW of Calipatria, CA",3.19,-115.6078333,33.1773333,1.593
"M 0.7 - 10km WNW of Calipatria, CA",0.67,-115.6011667,33.1725,0.173
"M 0.8 - 10km WNW of Calipatria, CA",0.77,-115.6068333,33.1766667,0.154
"M 0.9 - 10km NW of Calipatria, CA",0.86,-115.6021667,33.175,0.114
"M 3.3 - 10km WNW of Calipatria, CA",3.31,-115.6081667,33.1756667,1.443
"M 0.7 - 11km SW of Niland, CA",0.7,-115.6141667,33.1816667,0.553
"M 3.1 - 10km NW of Calipatria, CA",3.14,-115.6051667,33.1765,1.753
"M 0.4 - 10km SW of Niland, CA",0.4,-115.6006667,33.181,0.074
"M 0.2 - 24km NNW of Borrego Springs, CA",0.19,-116.429,33.4668333,-1.523
"M 0.9 - 10km WNW of Calipatria, CA",0.9,-115.6103333,33.1708333,1.073
"M 0.3 - 10km WNW of Calipatria, CA",0.3,-115.6053333,33.1693333,0.113
"M 1.2 - 10km SW of Niland, CA",1.2,-115.601,33.1811667,0.193
"M 0.4 - 10km WNW of Calipatria, CA",0.4,-115.6058333,33.1758333,1.063
"M 0.4 - 10km SW of Niland, CA",0.4,-115.5978333,33.1811667,0.193
"M 0.6 - 9km NW of Calipatria, CA",0.6,-115.5961667,33.1751667,0.113
"M 0.6 - 10km WNW of Calipatria, CA",0.6,-115.6113333,33.173,3.973
"M 0.4 - 10km WNW of Calipatria, CA",0.4,-115.607,33.1773333,0.993
"M 0.3 - 10km NW of Calipatria, CA",0.3,-115.5996667,33.174,0.173
"M 0.5 - 11km SW of Niland, CA",0.5,-115.6116667,33.1813333,3.584
"M 0.7 - 10km WNW of Calipatria, CA",0.7,-115.6021667,33.1736667,1.394
"M 0.4 - 10km NW of Calipatria, CA",0.4,-115.6025,33.1763333,0.163
"M 0.7 - 10km NW of Calipatria, CA",0.7,-115.6023333,33.18,2.993
"M 0.3 - 9km WNW of Calipatria, CA",0.3,-115.6,33.17,1.063
"M 0.7 - 10km NW of Calipatria, CA",0.7,-115.6043333,33.1776667,0.863
"M 0.3 - 10km WNW of Calipatria, CA",0.3,-115.6026667,33.1721667,0.123
"M 0.5 - 10km WNW of Calipatria, CA",0.5,-115.6066667,33.1666667,0.193
"M 0.4 - 10km WNW of Calipatria, CA",0.4,-115.6056667,33.1698333,0.173
"M 0.9 - 10km WNW of Calipatria, CA",0.9,-115.6095,33.1725,1.503
"M 0.7 - 10km NW of Calipatria, CA",0.7,-115.5985,33.177,0.113
"M 0.8 - 10km SW of Niland, CA",0.8,-115.6061667,33.1811667,2.503
"M 0.9 - 10km ESE of Anza, CA",0.85,-116.5701667,33.5363333,15.375
"M 1.0 - 10km WNW of Calipatria, CA",1.0,-115.608,33.1746667,1.023
"M 0.4 - 10km WNW of Calipatria, CA",0.4,-115.6046667,33.1713333,0.183
"M 0.5 - 10km WNW of Calipatria, CA",0.5,-115.6063333,33.1715,1.063
"M 0.4 - 10km NW of Calipatria, CA",0.4,-115.6026667,33.1765,0.144
"M 3.4 - 11km SW of Niland, CA",3.36,-115.6115,33.1821667,2.163
"M 2.0 - 10km SW of Niland, CA",2.0,-115.5996667,33.1828333,0.983
"M 3.3 - 10km WNW of Calipatria, CA",3.28,-115.6086667,33.1725,0.503
"M 1.0 - 11km SW of Niland, CA",1.0,-115.6146667,33.1816667,2.163
"M 1.5 - 10km SW of Niland, CA",1.5,-115.6043333,33.1863333,1.993
"M 0.5 - 10km NW of Calipatria, CA",0.5,-115.5995,33.176,0.113
"M 0.4 - 10km WNW of Calipatria, CA",0.4,-115.608,33.1776667,0.163
"M 0.5 - 10km NW of Calipatria, CA",0.5,-115.6045,33.1768333,0.573
"M 1.3 - 10km SW of Niland, CA",1.31,-115.6038333,33.1818333,1.823
"M 0.7 - 10km WNW of Calipatria, CA",0.7,-115.6066667,33.1755,0.123
"M 0.5 - 10km NW of Calipatria, CA",0.5,-115.6021667,33.1756667,0.113
"M 0.3 - 10km NW of Calipatria, CA",0.3,-115.6071667,33.1783333,0.093
